EcoLocationID_short,Population,Samples.renames,PAR_mean,Turbidity_mean,ubedmean,dist_to_shore,temp_mean,temp_monthly_range
PAOR_FL1D,Pelorus,Spis-PAOR-545,0.000268593,0.471597519,0.16169931,17235.07467,26.70629948,6.076453527
PAOR_FL1D,Pelorus,Spis-PAOR-548,0.000268593,0.471597519,0.16169931,17235.07467,26.70629948,6.076453527
PAOR_FL1D,Pelorus,Spis-PAOR-550,0.000268593,0.471597519,0.16169931,17235.07467,26.70629948,6.076453527
PAOR_FL1D,Pelorus,Spis-PAOR-551,0.000268593,0.471597519,0.16169931,17235.07467,26.70629948,6.076453527
PAPE_BA1D,Pelorus,Spis-PAPE-541,0.00025708,0.50024225,0.057894722,16346.63463,26.70705439,6.057507197
PAPE_BA1D,Pelorus,Spis-PAPE-542,0.00025708,0.50024225,0.057894722,16346.63463,26.70705439,6.057507197
PAPE_BA1D,Pelorus,Spis-PAPE-543,0.00025708,0.50024225,0.057894722,16346.63463,26.70705439,6.057507197
PAPE_BA2D,Pelorus,Spis-PAPE-566,0.00028923,0.420024548,0.096149679,16426.35763,26.70517259,6.052161747
PAPE_BA2S,Pelorus,Spis-PAPE-558,0.000535426,0.401334601,0.105974443,16445.83755,27.02511614,6.490012911
PAPE_BA2S,Pelorus,Spis-PAPE-562,0.000535426,0.401334601,0.105974443,16445.83755,27.02511614,6.490012911
PAPE_BA2S,Pelorus,Spis-PAPE-564,0.000535426,0.401334601,0.105974443,16445.83755,27.02511614,6.490012911
PAPE_FR1D,Pelorus,Spis-PAPE-528,0.00028923,0.420024548,0.194508771,17580.22423,26.71555659,6.027201335
PAPE_FR1D,Pelorus,Spis-PAPE-529,0.00028923,0.420024548,0.194508771,17580.22423,26.71555659,6.027201335
PAPE_FR1D,Pelorus,Spis-PAPE-530,0.00028923,0.420024548,0.194508771,17580.22423,26.71555659,6.027201335
PAPE_FR1D,Pelorus,Spis-PAPE-531,0.00028923,0.420024548,0.194508771,17580.22423,26.71555659,6.027201335
PAPE_FR1D,Pelorus,Spis-PAPE-532,0.00028923,0.420024548,0.194508771,17580.22423,26.71555659,6.027201335
PAPE_FR1D,Pelorus,Spis-PAPE-533,0.00028923,0.420024548,0.194508771,17580.22423,26.71555659,6.027201335
PAPE_FR1D,Pelorus,Spis-PAPE-535,0.00028923,0.420024548,0.194508771,17580.22423,26.71555659,6.027201335
PAPE_FR1D,Pelorus,Spis-PAPE-538,0.00028923,0.420024548,0.194508771,17580.22423,26.71555659,6.027201335
PAPE_FR1D,Pelorus,Spis-PAPE-539,0.00028923,0.420024548,0.194508771,17580.22423,26.71555659,6.027201335
PAPE_FR1D,Pelorus,Spis-PAPE-540,0.00028923,0.420024548,0.194508771,17580.22423,26.71555659,6.027201335
