Site.code,lat,long,Reef,Site,Zone,alk_mean,alk_median,alk_sd,Chl_a_sum_mean,Chl_a_sum_median,Chl_a_sum_sd,DIC_mean,DIC_median,DIC_sd,DIN_mean,DIN_median,DIN_sd,DIP_mean,DIP_median,DIP_sd,Ed100,Ed90,Edmean,Ef100,Ef90,Efmean,EpiPAR_mean,EpiPAR_median,EpiPAR_sd,EpiPAR_sg_mean,EpiPAR_sg_median,EpiPAR_sg_sd,FineSed_mean,FineSed_median,FineSed_sd,Hs100,Hs70,Hs80,Hs90,Hs95,Hsmean,Kd_490_mean,Kd_490_median,Kd_490_sd,NH4_mean,NH4_median,NH4_sd,NO3_mean,NO3_median,NO3_sd,omega_ar_expose_mean,omega_ar_expose_median,omega_ar_expose_sd,omega_ar_mean,omega_ar_median,omega_ar_sd,Oxygen_mean,Oxygen_median,Oxygen_sd,PAR_mean,PAR_median,PAR_sd,PAR_z_mean,PAR_z_median,PAR_z_sd,PH_mean,PH_median,PH_sd,salt_mean,salt_median,salt_sd,Secchi_mean,Secchi_median,Secchi_sd,TC_mean,TC_median,TC_sd,temp_mean,temp_median,temp_sd,TN_mean,TN_median,TN_sd,TP_mean,TP_median,TP_sd,Tp100,Tp90,Tp99,Tpmean,Turbidity_mean,Turbidity_median,Turbidity_sd,ubed100,ubed90,ubedmean,ubedmean_pred,UonrootT100,UonrootT90,uWSL100,uWSL90,uWSL99,MaxMonthlyMean,MinMonthlyMean,MonthlyRange
CBHE_FR1S,-23.47196,151.97772,CBHE,FR1,S,2247.078858,2247.647461,6.386347133,0.637080937,0.598546386,0.239226664,23019.27304,23000.18555,127.8159419,0.614166743,0.308220983,1.2065378,0.622043274,0.192941979,1.024169794,9235.201497,1276.982218,552.0436673,68274.14323,7034.432888,3285.903429,0.000543583,0.000530606,0.00020589,0.000543583,0.000530606,0.00020589,3.04E-09,8.97E-10,9.93E-09,3.812672456,0.924310108,1.125079499,1.436809275,1.683240467,0.754289091,0.068653669,0.067397296,0.013978944,0.045105353,0.041716527,0.025335373,0.569127696,0.26535511,1.198201658,393.073784,392.4213562,235.2369493,3.61618865,3.629928112,0.113161531,6974.598147,6962.220703,204.6922545,0.000543583,0.000530606,0.00020589,0.000650305,0.000635017,0.000242743,8.095985295,8.091988564,0.030513132,35.56211972,35.54808807,0.13403819,12.9310937,12.98550224,1.126347435,23563.9977,23540.83984,463.1429428,24.75171377,24.80617142,2.028756003,93.31049412,91.6943512,16.73050375,10.52145585,9.868855476,2.829562634,13.82931858,8.249220636,9.670314153,6.23574098,0.473815464,0.45694837,0.105356481,1.485816413,0.47610576,0.321484258,0.321484258,0.557716568,0.286795553,1.70517242,0.703434673,0.994099557,28.34412384,21.69040871,6.653715134
CBHE_FR2D,-23.47086,151.95108,CBHE,FR2,D,2247.644636,2248.349854,6.679120641,0.570529934,0.55305481,0.214314122,23041.68208,23022.41406,136.6765398,0.495526275,0.362546265,0.665834036,0.620715693,0.185143575,1.081784675,10433.37956,1190.342367,499.8545871,83293.13889,6482.488118,2923.70874,0.000288882,0.000276837,0.000119449,0.000288882,0.000276837,0.000119449,5.38E-09,1.25E-09,1.65E-08,4.075073136,0.849646237,1.064280033,1.389776985,1.651656323,0.689638409,0.065219731,0.064512983,0.014034997,0.058202572,0.043768868,0.071462972,0.43740904,0.316285938,0.628058854,401.3095673,402.908783,242.0978946,3.605606535,3.618159771,0.124910712,6955.059596,6942.998047,205.0342113,0.000288882,0.000276837,0.000119449,0.000344484,0.000331957,0.000138072,8.092219402,8.089670181,0.031230275,35.56692169,35.55219078,0.134387063,16.01735326,15.69559956,3.113796156,23583.27987,23559.92773,464.9654649,24.77666702,24.84053612,2.059984136,92.63534182,89.78629303,16.94091057,10.39135802,9.557181358,2.906429282,13.82916917,7.618416733,9.40638362,5.448138979,0.437551613,0.422631413,0.104145889,1.187724259,0.293654813,0.198000136,0.198000136,0.631110979,0.264556103,1.519669559,0.595946239,0.849390699,28.39861107,21.66318321,6.735427856
CBHE_FR2F,-23.47036,151.95097,CBHE,FR2,F,2247.564947,2248.332031,7.512553737,0.556267485,0.541358471,0.203919791,23040.093,23021.83398,139.9972201,0.482744701,0.350927234,0.638013444,0.62005835,0.182765812,1.091725491,6978.345649,908.7287598,382.5612793,47595.44531,4639.308051,2076.532471,0.000957286,0.000953473,0.000348594,0.000957286,0.000953473,0.000348594,5.24E-09,1.23E-09,1.61E-08,3.243184619,0.762899134,0.947324574,1.207629879,1.409194231,0.610651818,0.065139898,0.064398631,0.014618201,0.054089874,0.043216459,0.040289509,0.428736159,0.305273622,0.616222737,401.5468889,403.0965576,242.1086414,3.605585324,3.618228436,0.124996343,6959.40949,6947.327148,204.6368669,0.000957286,0.000953473,0.000348594,0.00104433,0.001039184,0.000379439,8.092352354,8.089731216,0.031246477,35.56621617,35.55165482,0.134490985,16.01735326,15.69559956,3.113796156,23582.68021,23559.49805,465.573112,24.77503176,24.83794785,2.059367503,92.53761907,89.66718292,16.93793821,10.38039146,9.551193237,2.908818932,13.82928318,7.976564884,9.62663534,5.749147309,0.437995074,0.423112988,0.103945053,1.438510908,0.493153019,0.321395795,0.321395795,0.635939671,0.289076106,1.636833972,0.678393371,0.948163801,28.40636253,21.65546227,6.750900269
CBHE_FR2S,-23.47046,151.95093,CBHE,FR2,S,2247.605812,2248.346191,6.965729667,0.561352667,0.544777572,0.20782801,23040.31204,23021.57422,137.5879178,0.486071705,0.353784382,0.641498244,0.619484193,0.183315918,1.083452033,7954.893066,988.1612074,414.4879523,55996.56597,5226.663466,2326.532322,0.000553827,0.000540426,0.000208347,0.000553827,0.000540426,0.000208347,5.32E-09,1.25E-09,1.63E-08,3.517940071,0.785162707,0.981080512,1.26441998,1.486391624,0.632375929,0.065196967,0.064459011,0.014293218,0.055209449,0.043388996,0.043705544,0.430944703,0.309064984,0.617244288,401.3373444,402.8826904,242.0572704,3.605652265,3.618189812,0.124920011,6957.728863,6946.009766,205.0618342,0.000553827,0.000540426,0.000208347,0.000659288,0.000648098,0.000244497,8.092287167,8.089693069,0.031245221,35.56654806,35.55184555,0.13425995,16.01735326,15.69559956,3.113796156,23582.63204,23559.23633,465.0797327,24.77614811,24.83970642,2.059657583,92.59348464,89.70675659,16.93653,10.38661276,9.554778099,2.906377024,13.82926125,7.900065581,9.565917227,5.654698637,0.438017356,0.422968,0.104061255,1.396651467,0.43480089,0.28388188,0.28388188,0.635327935,0.278997567,1.625556734,0.645809286,0.919569373,28.41265106,21.66410255,6.748548508
CBHE_LA1S,-23.45391,151.96863,CBHE,LA1,S,2247.078858,2247.647461,6.386347133,0.637080937,0.598546386,0.239226664,23019.27304,23000.18555,127.8159419,0.614166743,0.308220983,1.2065378,0.622043274,0.192941979,1.024169794,292.2650825,57.43042543,36.40639326,622.291097,331.6053467,51.87333001,0.000543583,0.000530606,0.00020589,0.000543583,0.000530606,0.00020589,3.04E-09,8.97E-10,9.93E-09,0.682266494,0.265036268,0.297979673,0.334970127,0.365810858,0.217429327,0.068653669,0.067397296,0.013978944,0.045105353,0.041716527,0.025335373,0.569127696,0.26535511,1.198201658,393.073784,392.4213562,235.2369493,3.61618865,3.629928112,0.113161531,6974.598147,6962.220703,204.6922545,0.000543583,0.000530606,0.00020589,0.000650305,0.000635017,0.000242743,8.095985295,8.091988564,0.030513132,35.56189914,35.55078125,0.135903907,12.9310937,12.98550224,1.126347435,23563.9977,23540.83984,463.1429428,24.70376001,24.76446724,2.03713071,93.31049412,91.6943512,16.73050375,10.52145585,9.868855476,2.829562634,7.258939425,1.951011035,2.814222177,1.53628891,0.473815464,0.45694837,0.105356481,0.103679031,0.005228718,0.006181476,0.006181476,0.636950182,0.310844077,0.618875232,0.397722652,0.466163043,28.45784378,21.67694092,6.780902863
CBLM_BA1F,-23.90081,152.39369,CBLM,BA1,F,2247.248394,2247.557129,4.70340198,0.897125247,0.834239781,0.31833398,22939.92362,22933.51367,90.45269332,0.787032508,0.521026313,1.085138562,0.532938458,0.296942145,0.681334353,6750.549805,247.0085229,132.3245705,42899.70139,1119.32152,671.2585314,0.000943119,0.000929837,0.000340865,0.000943119,0.000929837,0.000340865,1.99E-11,1.00E-12,2.80E-10,3.190310902,0.43469888,0.516443246,0.657702718,0.801328354,0.386211812,0.076274094,0.07410752,0.01464549,0.058450447,0.052409783,0.025367257,0.728707558,0.459832877,1.07949285,329.1486394,325.7737427,186.9177871,3.676375971,3.686744928,0.076075933,7019.365305,7004.901855,207.9467912,0.000943119,0.000929837,0.000340865,0.001034368,0.001024094,0.000372758,8.112977469,8.109611511,0.027893666,35.45425768,35.47428131,0.124157133,13.82328977,13.75034904,2.577353861,23428.31629,23409.18359,453.454909,24.33714646,24.19249058,1.664934775,85.67484564,83.0859375,15.01314481,9.552737791,9.041081429,2.381153069,13.82965755,9.04595587,10.9973402,5.80624538,0.512023357,0.497635543,0.101888378,1.683215102,0.347552452,0.236218009,0.236218009,0.602443185,0.186208246,1.824122747,0.418506112,0.74498711,27.14501381,21.97669411,5.168319702
CBLM_BA1S,-23.9003,152.39342,CBLM,BA1,S,2247.241261,2247.55542,4.704081724,0.91085123,0.8467381,0.32488526,22940.47663,22933.70313,90.31183103,0.802329056,0.530172408,1.117543984,0.53683851,0.299105436,0.685179553,11055.63878,292.4441291,159.0829569,89234.28819,1656.8227,945.4667087,0.000523906,0.000509102,0.000195915,0.000523906,0.000509102,0.000195915,2.14E-11,1.00E-12,3.00E-10,4.192744891,0.469392141,0.557075951,0.711942097,0.874434279,0.418497367,0.076576359,0.074402839,0.014704422,0.060091312,0.052981596,0.028042373,0.742365552,0.465524435,1.111312591,329.1304643,325.7166443,186.8679147,3.676195518,3.686627388,0.07615333,7015.652542,7000.819336,208.0817598,0.000523906,0.000509102,0.000195915,0.0006331,0.000618751,0.000233402,8.112801815,8.10939312,0.027884388,35.45571486,35.47462082,0.108692808,13.82328977,13.75034904,2.577353861,23428.53317,23409.55273,453.5032064,24.33903927,24.19432068,1.66529406,85.89066022,83.35205841,15.06625918,9.583006646,9.08198452,2.389562529,13.82964622,8.471563021,10.64271365,5.340065691,0.512492102,0.498121023,0.101836908,1.339661492,0.187751106,0.128068788,0.128068788,0.534132361,0.169488457,1.619288312,0.326104263,0.590976556,27.15369225,21.98437881,5.169313431
CBLM_BA2F,-23.89483,152.40421,CBLM,BA2,F,2247.562505,2247.923584,4.693657339,0.952359189,0.88504523,0.356280576,22935.58448,22929.87891,86.47840901,1.105453116,0.619563043,1.638209641,0.579199338,0.322938591,0.716866953,5659.25765,294.1854655,151.8576304,32952.26172,1289.005154,762.0618761,0.000940301,0.000927489,0.000341278,0.000940301,0.000927489,0.000341278,8.06E-12,1.00E-12,9.55E-11,2.894105461,0.476058758,0.564264264,0.70994793,0.850572983,0.418667313,0.0778104,0.075587027,0.01580295,0.054098668,0.049914408,0.060891028,1.051558832,0.561486006,1.624398233,321.8203222,318.5602722,181.3360994,3.682146672,3.691751003,0.074100641,7020.856325,7005.039063,213.4538676,0.000940301,0.000927489,0.000341278,0.001031938,0.001021869,0.000373316,8.114671083,8.111927986,0.027368924,35.45382907,35.47385406,0.12028488,13.61693711,13.47853851,2.707418565,23419.47609,23404.73828,451.855124,24.3444098,24.19946575,1.66593891,85.41432821,82.55956268,15.28813362,9.511283424,8.989787102,2.431888309,13.82962894,9.18871869,10.7665613,6.766734706,0.519205711,0.504789174,0.10609761,1.694122566,0.429304222,0.294635107,0.294635107,0.627989888,0.189781513,1.806531363,0.481522202,0.812877529,27.14949989,21.97405624,5.175443649
CBLM_BA2S,-23.89441,152.40399,CBLM,BA2,S,2247.560329,2247.922119,4.692766314,0.966611248,0.897290945,0.362792081,22936.33335,22930.36328,86.35236201,1.123624096,0.628224313,1.680830152,0.583362603,0.326232165,0.721564417,10479.66949,328.8441705,172.6485104,77155.14019,1893.659492,1075.250346,0.000519828,0.000503418,0.000196017,0.000519828,0.000503418,0.000196017,9.25E-12,1.00E-12,1.19E-10,4.062978533,0.491497788,0.588015517,0.749556104,0.910614411,0.438441098,0.07809586,0.075898014,0.015830328,0.05535757,0.050176084,0.065581877,1.068476951,0.570536673,1.665191498,321.6575982,318.3442993,181.2219564,3.681980841,3.691577911,0.074185329,7016.789038,7001.025391,213.6250136,0.000519828,0.000503418,0.000196017,0.000629266,0.000615025,0.000233529,8.114510262,8.111878395,0.027366678,35.45325206,35.47268486,0.109471725,13.61693711,13.47853851,2.707418565,23419.64255,23404.84961,451.9065288,24.36711985,24.23998356,1.658711619,85.61135155,82.72264862,15.34699473,9.539234281,9.007554054,2.440856984,13.82962894,8.955444336,10.46639623,6.477195422,0.51963579,0.505085886,0.105900903,1.578009698,0.270192686,0.18715343,0.18715343,0.589634604,0.1656874,1.800322202,0.36204254,0.662940125,27.15790558,21.98170662,5.176198959
CBLM_FL1S,-23.88511,152.41367,CBLM,FL1,S,2247.560329,2247.922119,4.692766314,0.966611248,0.897290945,0.362792081,22936.33335,22930.36328,86.35236201,1.123624096,0.628224313,1.680830152,0.583362603,0.326232165,0.721564417,10303.37164,560.7999674,277.9077861,77756.81076,3358.366889,1787.531114,0.000519828,0.000503418,0.000196017,0.000519828,0.000503418,0.000196017,9.25E-12,1.00E-12,1.19E-10,3.964138799,0.621782402,0.747185502,0.964744985,1.161610987,0.553716481,0.07809586,0.075898014,0.015830328,0.05535757,0.050176084,0.065581877,1.068476951,0.570536673,1.665191498,321.6575982,318.3442993,181.2219564,3.681980841,3.691577911,0.074185329,7016.789038,7001.025391,213.6250136,0.000519828,0.000503418,0.000196017,0.000629266,0.000615025,0.000233529,8.114510262,8.111878395,0.027366678,35.45283347,35.47137642,0.109064458,13.61693711,13.47853851,2.707418565,23419.64255,23404.84961,451.9065288,24.3689234,24.23831654,1.659564528,85.61135155,82.72264862,15.34699473,9.539234281,9.007554054,2.440856984,13.82962778,9.405237622,10.89121098,7.076288912,0.51963579,0.505085886,0.105900903,1.585791561,0.38762789,0.267701887,0.267701887,0.562901742,0.18207655,1.806464354,0.481962727,0.791241368,27.16908836,22.01768875,5.151399612
CBLM_FL2F,-23.91708,152.39223,CBLM,FL2,F,2247.70226,2248.029785,4.740873696,0.854550808,0.803955793,0.277602638,22949.49771,22941.73438,93.92453495,0.731740308,0.56858933,0.833962108,0.522800484,0.29619199,0.660338301,7623.855414,1159.961989,493.4785767,49112.11545,6079.632813,2751.450195,0.000945266,0.000935865,0.000340641,0.000945266,0.000935865,0.000340641,2.15E-11,1.00E-12,2.91E-10,3.431861851,0.879465679,1.082804574,1.361658957,1.579607487,0.714318832,0.074473113,0.07287018,0.01326632,0.075938585,0.060145844,0.041819265,0.655970421,0.493832558,0.8234646,330.1209878,327.0490723,188.5895835,3.673835644,3.686290741,0.078171552,7010.065627,7000.046875,205.1609053,0.000945266,0.000935865,0.000340641,0.001035988,0.001027339,0.000372376,8.111702305,8.107982635,0.028291371,35.45491292,35.47401047,0.111158391,14.09439233,14.00664616,2.454202509,23435.67103,23412.77734,454.4220897,24.34830214,24.24100304,1.657856723,85.34515082,83.12891388,14.59361453,9.504270273,9.025147438,2.304232729,13.82921929,8.196143044,9.621429549,6.225521617,0.49635758,0.483168185,0.093758248,1.614002546,0.591329919,0.391585903,0.391585903,0.668609427,0.313110434,1.806997312,0.767826584,1.073972106,27.13951492,21.97461128,5.164903641
CBLM_FL2S,-23.91752,152.3924,CBLM,FL2,S,2247.698749,2248.026367,4.740716862,0.86829447,0.816173911,0.283599975,22950.07571,22942.12891,93.75004584,0.747267413,0.579239249,0.858464988,0.52685456,0.298756361,0.663714827,11469.19217,1477.245361,631.179362,84634.01823,8456.376899,3844.570068,0.000528223,0.000513747,0.000196079,0.000528223,0.000513747,0.000196079,2.31E-11,1.00E-12,3.10E-10,4.263073021,0.966650056,1.197365324,1.542970883,1.821341501,0.799309399,0.074749623,0.073086888,0.013323176,0.079596006,0.061923627,0.045603636,0.667846859,0.500350833,0.846342675,330.1013371,326.9986267,188.5551375,3.673604229,3.686028242,0.078219563,7006.337483,6996.744141,205.2745448,0.000528223,0.000513747,0.000196079,0.000636928,0.000623419,0.000233546,8.111527229,8.107829094,0.028282621,35.45596958,35.47423935,0.107903394,14.09439233,14.00664616,2.454202509,23435.78299,23413.04297,454.4556764,24.34964217,24.24141693,1.658190963,85.53174369,83.28787231,14.63640706,9.530643424,9.048657417,2.311360346,13.82921516,7.951448388,9.466341443,5.998352104,0.496581483,0.483676404,0.093804879,1.492454198,0.452624642,0.303429329,0.303429329,0.700129171,0.293801973,1.792928722,0.709664987,1.02243846,27.1553688,21.98910522,5.16626358
CBLM_LA1S,-23.89633,152.41391,CBLM,LA1,S,2247.560329,2247.922119,4.692766314,0.966611248,0.897290945,0.362792081,22936.33335,22930.36328,86.35236201,1.123624096,0.628224313,1.680830152,0.583362603,0.326232165,0.721564417,442.0102437,82.33925035,53.31825087,1292.817179,351.7451918,152.6223551,0.000519828,0.000503418,0.000196017,0.000519828,0.000503418,0.000196017,9.25E-12,1.00E-12,1.19E-10,0.839070247,0.312021534,0.350649069,0.401864121,0.445171426,0.263683789,0.07809586,0.075898014,0.015830328,0.05535757,0.050176084,0.065581877,1.068476951,0.570536673,1.665191498,321.6575982,318.3442993,181.2219564,3.681980841,3.691577911,0.074185329,7016.789038,7001.025391,213.6250136,0.000519828,0.000503418,0.000196017,0.000629266,0.000615025,0.000233529,8.114510262,8.111878395,0.027366678,35.45455721,35.47431755,0.109286832,13.61693711,13.47853851,2.707418565,23419.64255,23404.84961,451.9065288,24.35025718,24.2161274,1.667280559,85.61135155,82.72264862,15.34699473,9.539234281,9.007554054,2.440856984,11.63979859,6.971174664,9.033959283,4.021359735,0.51963579,0.505085886,0.105900903,0.166037824,0.071062139,0.041893637,0.041893637,0.684983697,0.311868184,0.705953028,0.426628109,0.509723147,27.16928482,21.97447968,5.194805145
KEGK_BA1F,-23.19642,150.93726,KEGK,BA1,F,2181.293607,2189.279297,51.95660488,0.325900158,0.205379292,0.281635968,22496.70714,22624.80859,564.8949359,3.060677003,0.076603256,9.668723127,2.118802501,0.420592636,4.897892086,1691.721164,290.9077318,126.1964679,7943.662109,1005.523071,465.9273851,0.00092201,0.000908246,0.000379517,0.00092201,0.000908246,0.000379517,3.72E-06,2.85E-07,1.96E-05,1.636353506,0.471197814,0.568378131,0.690329611,0.785631749,0.370366004,0.104532901,0.057899404,0.123796046,0.223715603,0.035106655,1.617573074,2.837006391,0.036532559,8.481029316,712.5827048,726.1707764,413.036953,3.377438972,3.316139698,0.27524216,7062.38061,7039.51416,336.999454,0.00092201,0.000908246,0.000379517,0.001008716,0.000999581,0.000407267,8.063710464,8.061925888,0.038811369,35.741574,35.80396843,0.504856555,5.874716787,5.949759007,1.616901933,23208.38431,23309.36719,709.8721249,25.09137486,25.366436,2.653828642,118.2400314,110.0445023,33.94846682,13.87801504,11.74629402,6.903098755,10.60475508,5.503786458,7.486721834,3.593390359,0.610426403,0.385733396,0.605883865,0.779782209,0.277727508,0.176489444,0.176489444,0.658477068,0.257621321,1.025709497,0.476071457,0.628254778,29.70974541,20.82552719,8.884218216
KEGK_BA1S,-23.19657,150.93681,KEGK,BA1,S,2181.056287,2186.729736,43.69509423,0.348321769,0.210499987,0.319745585,22491.35286,22605.10742,484.0149816,2.747404602,0.000388699,8.956397983,2.00784244,0.429260373,4.173106238,2288.48348,373.5177477,160.6139357,11619.60037,1267.090441,573.8588392,0.000530833,0.000521551,0.000261637,0.000530833,0.000521551,0.000261637,5.58E-06,4.42E-07,2.60E-05,1.908222146,0.528535412,0.639385541,0.780146049,0.889906201,0.415571246,0.110728101,0.06058925,0.133895508,0.166875091,0.000386483,1.271688572,2.580588086,2.09E-06,8.004301452,739.7703319,756.6951904,430.4901179,3.375042272,3.308449507,0.275980647,7090.121583,7071.591797,350.2276454,0.000530833,0.000521551,0.000261637,0.000612165,0.000598651,0.000286079,8.066184025,8.064323425,0.037726844,35.75379894,35.8039875,0.419808071,5.874716787,5.949759007,1.616901933,23204.82341,23292.49023,648.9565902,25.08980733,25.36451912,2.650980699,117.7489505,109.8720093,31.9214638,13.78934309,11.75866032,6.211565609,10.26429113,4.686748611,6.548103915,3.284079154,0.657406159,0.399993211,0.722898411,0.637224833,0.182137734,0.116833175,0.116833175,0.621083478,0.26206804,1.00105426,0.478448355,0.621658007,29.50172997,20.75592613,8.745803833
KEHW_BA1F,-23.20164,150.96721,KEHW,BA1,F,2185.650114,2194.376953,54.73793632,0.36965648,0.242586181,0.308393331,22526.07762,22651.00586,586.0153017,3.323747008,0.076359823,10.15227187,2.168032153,0.43682608,5.216471786,2841.194851,650.9152696,287.7289497,18241.50174,3364.474284,1524.818197,0.000919969,0.000904767,0.000377667,0.000919969,0.000904767,0.000377667,5.01E-06,1.33E-06,2.51E-05,2.126936939,0.739365995,0.872811053,1.023714105,1.142528931,0.578624176,0.109343914,0.062425114,0.132613835,0.286619667,0.029371344,1.862492174,3.037196458,0.047044698,8.693940319,685.4164441,697.197998,398.5909278,3.396869849,3.343619347,0.279389415,7063.360731,7039.916992,340.1868205,0.000919969,0.000904767,0.000377667,0.001008814,0.000990652,0.000406805,8.067077847,8.064321518,0.03878958,35.75709471,35.79896736,0.367242616,10.50716486,11.84249496,3.769378342,23236.00334,23350.52344,727.6117864,25.06106517,25.30596542,2.617656309,118.4174703,110.292038,34.66351419,13.92578852,11.78251839,7.205686319,10.74873352,6.732774682,8.24042511,5.308683607,0.636570627,0.409980774,0.681693397,0.93899254,0.389750981,0.257860043,0.257860043,0.590614696,0.230546587,1.061164061,0.547667417,0.698010584,29.6218586,20.8618412,8.760017395
KEHW_BA1S,-23.20172,150.96664,KEHW,BA1,S,2188.510196,2194.395264,39.61474593,0.38602843,0.244964004,0.335067146,22554.18039,22651.78906,457.5204596,2.891768392,0.07300844,7.918324808,1.93345991,0.43762821,3.845142532,2362.714735,567.6126234,254.7606778,17105.42806,3033.977539,1373.370863,0.000498853,0.000485394,0.000247466,0.000498853,0.000485394,0.000247466,5.56E-06,1.39E-06,2.79E-05,1.935559657,0.700664441,0.823133912,0.957150737,1.062082092,0.546807753,0.107254728,0.062768944,0.123840255,0.206393238,0.027919531,1.150560783,2.685445157,0.04541814,7.088074234,697.8099481,710.81427,409.5534125,3.4004792,3.344201326,0.273322583,7062.28589,7040.403809,344.7182756,0.000498853,0.000485394,0.000247466,0.000605759,0.000589657,0.00028131,8.067242168,8.064414978,0.038653222,35.76378624,35.79921341,0.341307344,10.50716486,11.84249496,3.769378342,23263.19236,23349.94922,631.8441866,25.05630741,25.30081558,2.613744748,117.3443879,110.2184906,30.24329766,13.65116081,11.79030609,5.819195258,10.68135272,6.486281236,7.820791615,5.073371516,0.634704052,0.413079143,0.68999592,0.693867054,0.270444193,0.178094932,0.178094932,0.516288737,0.19712895,0.855371343,0.456859003,0.566147394,29.37522125,20.79763412,8.577587128
KEMD_BA1F,-23.16196,150.92053,KEMD,BA1,F,2181.293607,2189.279297,51.95660488,0.325900158,0.205379292,0.281635968,22496.70714,22624.80859,564.8949359,3.060677003,0.076603256,9.668723127,2.118802501,0.420592636,4.897892086,3080.463921,491.01081,225.5488485,19924.69596,2658.67844,1268.507501,0.00092201,0.000908246,0.000379517,0.00092201,0.000908246,0.000379517,3.72E-06,2.85E-07,1.96E-05,2.213144064,0.634759863,0.738163246,0.892890162,1.02444258,0.516741667,0.104532901,0.057899404,0.123796046,0.223715603,0.035106655,1.617573074,2.837006391,0.036532559,8.481029316,712.5827048,726.1707764,413.036953,3.377438972,3.316139698,0.27524216,7062.38061,7039.51416,336.999454,0.00092201,0.000908246,0.000379517,0.001008716,0.000999581,0.000407267,8.063710464,8.061925888,0.038811369,35.72685536,35.82661819,0.569487992,5.874716787,5.949759007,1.616901933,23208.38431,23309.36719,709.8721249,25.12533218,25.3886137,2.694394543,118.2400314,110.0445023,33.94846682,13.87801504,11.74629402,6.903098755,13.82966995,9.01024776,10.75626734,6.696492036,0.610426403,0.385733396,0.605883865,1.104911354,0.406317559,0.273810244,0.273810244,0.534547249,0.191606391,1.163112044,0.494676034,0.695919315,29.90081406,20.75235367,9.148460388
KEMD_BA1S,-23.16187,150.9207,KEMD,BA1,S,2181.056287,2186.729736,43.69509423,0.348321769,0.210499987,0.319745585,22491.35286,22605.10742,484.0149816,2.747404602,0.000388699,8.956397983,2.00784244,0.429260373,4.173106238,3123.52653,489.5538907,225.0800815,21488.48937,2751.228054,1313.125027,0.000530833,0.000521551,0.000261637,0.000530833,0.000521551,0.000261637,5.58E-06,4.42E-07,2.60E-05,2.229901817,0.633210851,0.736077832,0.891459021,1.02374257,0.516083168,0.110728101,0.06058925,0.133895508,0.166875091,0.000386483,1.271688572,2.580588086,2.09E-06,8.004301452,739.7703319,756.6951904,430.4901179,3.375042272,3.308449507,0.275980647,7090.121583,7071.591797,350.2276454,0.000530833,0.000521551,0.000261637,0.000612165,0.000598651,0.000286079,8.066184025,8.064323425,0.037726844,35.73791466,35.8269577,0.521624281,5.874716787,5.949759007,1.616901933,23204.82341,23292.49023,648.9565902,25.11894574,25.39329338,2.692344077,117.7489505,109.8720093,31.9214638,13.78934309,11.75866032,6.211565609,13.82966953,8.979357296,10.7389485,6.635762533,0.657406159,0.399993211,0.722898411,1.037547933,0.370903558,0.250236324,0.250236324,0.541966942,0.183519221,1.10215807,0.468244874,0.658225245,29.65900421,20.68727493,8.971729279
KEML_BA1D,-23.15038,150.90279,KEML,BA1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4256.424289,430.853753,200.5513814,30788.10113,2468.124213,1202.750882,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58718374,0.586978118,0.68572498,0.836683975,0.977043231,0.47969578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.719068805,9.540775299,3.106656834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.82966709,8.820290989,10.68867175,6.358249876,NA,NA,NA,1.030848159,0.301699446,0.20545401,0.20545401,0.665359815,0.171827881,1.176373495,0.416973419,0.606691745,NA,NA,NA
KEML_BA1F,-23.15072,150.90276,KEML,BA1,F,2168.167457,2179.877686,68.72747961,0.335007114,0.207699493,0.289256401,22377.41171,22539.92969,722.0512019,4.992196712,0.079903461,15.24857213,2.813064425,0.543421924,6.741701751,2838.026123,366.4073486,178.8926205,16098.56261,1774.102851,895.065606,0.000907915,0.000899009,0.000386669,0.000907915,0.000899009,0.000386669,6.45E-06,5.25E-07,3.79E-05,2.10317421,0.529396193,0.617470556,0.748325189,0.865488172,0.455476724,0.12526591,0.059059404,0.179864572,0.422726638,0.03340961,2.588572047,4.569525538,0.044104639,13.32482047,771.0057761,787.8101196,429.934107,3.340462227,3.280777454,0.280658763,7079.568224,7062.283203,359.0362851,0.000907915,0.000899009,0.000386669,0.000997284,0.000991846,0.000414329,8.061870049,8.060518265,0.03866925,35.70526355,35.83902359,0.704268442,8.719068805,9.540775299,3.106656834,23111.02851,23255.99805,837.9538072,25.1390897,25.40141487,2.713599925,124.7418034,113.7611618,43.48315124,15.01646872,12.36878395,9.034226805,13.7701185,8.446095837,10.1371354,6.664239195,0.722970344,0.391427517,0.959723836,1.238546332,0.40538669,0.29944049,0.29944049,0.681756953,0.184129054,1.298866404,0.474236068,0.676642252,29.95816231,20.71037292,9.247789383
