Site.code,lat,long,Reef,Site,Zone,alk_mean,alk_median,alk_sd,Chl_a_sum_mean,Chl_a_sum_median,Chl_a_sum_sd,DIC_mean,DIC_median,DIC_sd,DIN_mean,DIN_median,DIN_sd,DIP_mean,DIP_median,DIP_sd,Ed100,Ed90,Edmean,Ef100,Ef90,Efmean,EpiPAR_mean,EpiPAR_median,EpiPAR_sd,EpiPAR_sg_mean,EpiPAR_sg_median,EpiPAR_sg_sd,FineSed_mean,FineSed_median,FineSed_sd,Hs100,Hs70,Hs80,Hs90,Hs95,Hsmean,Kd_490_mean,Kd_490_median,Kd_490_sd,NH4_mean,NH4_median,NH4_sd,NO3_mean,NO3_median,NO3_sd,omega_ar_expose_mean,omega_ar_expose_median,omega_ar_expose_sd,omega_ar_mean,omega_ar_median,omega_ar_sd,Oxygen_mean,Oxygen_median,Oxygen_sd,PAR_mean,PAR_median,PAR_sd,PAR_z_mean,PAR_z_median,PAR_z_sd,PH_mean,PH_median,PH_sd,salt_mean,salt_median,salt_sd,Secchi_mean,Secchi_median,Secchi_sd,TC_mean,TC_median,TC_sd,temp_mean,temp_median,temp_sd,TN_mean,TN_median,TN_sd,TP_mean,TP_median,TP_sd,Tp100,Tp90,Tp99,Tpmean,Turbidity_mean,Turbidity_median,Turbidity_sd,ubed100,ubed90,ubedmean,ubedmean_pred,UonrootT100,UonrootT90,uWSL100,uWSL90,uWSL99,MaxMonthlyMean,MinMonthlyMean,MonthlyRange
OCDA_FR1F,-18.81618,147.66376,OCDA,FR1,F,2250.928737,2250.756104,5.728584451,0.257968338,0.270322889,0.149563297,23008.70981,23013.13086,90.74082529,0.342197731,0.244571462,0.307913402,0.114540014,0.047427282,0.213921991,1543.327555,589.182407,315.5892368,8561.438477,2799.028049,1505.351291,0.000962365,0.000959833,0.000344815,0.000962365,0.000959833,0.000344815,1.86E-12,1.00E-12,1.44E-11,1.567378587,0.895603716,0.941955388,0.986947775,1.02691612,0.649710523,0.046373599,0.046879988,0.014690397,0.078376627,0.040833451,0.106172269,0.263849304,0.170543849,0.280271635,227.5972606,220.9920807,142.1527789,3.731504055,3.730274439,0.091066353,6783.293993,6790.529297,167.0725333,0.000962365,0.000959833,0.000344815,0.001040181,0.001035694,0.000371132,8.073998626,8.074468613,0.025900186,35.22336549,35.30242538,0.283377692,21.06690717,20.21794128,3.852873151,23343.39217,23352.08594,443.4623906,26.69431411,26.84959126,2.02408039,59.07442202,58.64994431,6.118546407,5.563875313,5.46732378,0.958907886,14.12857797,7.333618959,9.214103063,5.374296241,0.295952407,0.302086592,0.149992032,0.898859527,0.534234928,0.368093693,0.368093693,0.60690501,0.240348783,0.951298184,0.621376011,0.690155241,30.51769829,23.23765182,7.280046463
OCDA_FR1S,-18.8192,147.66391,OCDA,FR1,S,2250.934412,2250.747803,5.657648835,0.274472681,0.286022991,0.156106775,23008.13091,23012.52539,90.34718895,0.32207463,0.223784938,0.305299074,0.119067531,0.050621979,0.216880852,5675.277181,1048.831272,456.7206624,36593.63715,5433.52474,2362.604546,0.000600223,0.00059439,0.000224234,0.000600223,0.00059439,0.000224234,1.97E-12,1.00E-12,1.58E-11,3.004235506,1.027483079,1.155847059,1.305833446,1.436228911,0.741353393,0.047528603,0.048250616,0.015564863,0.057704907,0.037098307,0.067974605,0.264386209,0.167746216,0.289003622,232.1247637,225.1575775,144.7451445,3.727538332,3.726186514,0.090124679,6786.599025,6795.002441,169.005139,0.000600223,0.00059439,0.000224234,0.000695966,0.00069362,0.000255847,8.076790152,8.076554298,0.02488108,35.22599916,35.30285454,0.274823222,21.06690717,20.21794128,3.852873151,23343.89209,23352.49414,443.3596155,26.66586943,26.83739281,1.989795535,59.24969254,58.89639282,6.120398216,5.599069916,5.503704071,0.959549154,13.82948663,6.408329434,7.68423605,4.877116998,0.303429401,0.308413804,0.163272867,1.148251123,0.433047258,0.271109081,0.271109081,0.529646304,0.277996229,1.416425705,0.662409763,0.835783793,30.17028999,23.20869637,6.961593628
OCDA_FR2D,-18.83181,147.65268,OCDA,FR2,D,2250.964748,2250.629639,5.417268295,0.339654572,0.342788786,0.181444923,23006.78539,23011.0957,89.92971928,0.348450246,0.219664678,0.425781781,0.14580082,0.06796436,0.235418554,6798.700955,1141.143812,488.4201999,51423.54905,5477.571886,2366.232205,0.000349944,0.000335117,0.000142324,0.000349944,0.000335117,0.000142324,2.09E-12,1.00E-12,1.73E-11,3.263359176,1.058546305,1.196055532,1.359262453,1.50207897,0.762434231,0.050781479,0.051554948,0.01648214,0.041366715,0.035798643,0.026895101,0.307097218,0.178366765,0.416238771,237.6371644,229.9776459,147.4736973,3.724199675,3.724471807,0.089031352,6798.289441,6807.270996,177.1694153,0.000349944,0.000335117,0.000142324,0.000405397,0.000391749,0.00016078,8.07969634,8.079701424,0.02306991,35.23369442,35.30246162,0.238443575,21.06690717,20.21794128,3.852873151,23347.02587,23353.65039,443.0266482,26.41726923,26.61087036,1.811763008,60.08214789,59.47698975,6.062120843,5.750526159,5.637637615,0.949519748,13.82365227,6.189906597,7.459434986,4.70285368,0.323370693,0.32355389,0.180502326,1.031802323,0.324351592,0.205828632,0.205828632,0.478263527,0.282807804,1.345357696,0.658419106,0.811162909,29.36234665,23.17106056,6.191286087
OCDA_FR2F,-18.83171,147.65221,OCDA,FR2,F,2250.928737,2250.756104,5.728584451,0.257968338,0.270322889,0.149563297,23008.70981,23013.13086,90.74082529,0.342197731,0.244571462,0.307913402,0.114540014,0.047427282,0.213921991,2918.788873,820.4257813,393.9116245,13973.4094,3332.504829,1646.60536,0.000962365,0.000959833,0.000344815,0.000962365,0.000959833,0.000344815,1.86E-12,1.00E-12,1.44E-11,2.141075955,0.994561381,1.07524146,1.159785655,1.229726182,0.711699949,0.046373599,0.046879988,0.014690397,0.078376627,0.040833451,0.106172269,0.263849304,0.170543849,0.280271635,227.5972606,220.9920807,142.1527789,3.731504055,3.730274439,0.091066353,6783.293993,6790.529297,167.0725333,0.000962365,0.000959833,0.000344815,0.001040181,0.001035694,0.000371132,8.073998626,8.074468613,0.025900186,35.22497551,35.30634499,0.285356226,21.06690717,20.21794128,3.852873151,23343.39217,23352.08594,443.4623906,26.70661671,26.8826685,2.024677499,59.07442202,58.64994431,6.118546407,5.563875313,5.46732378,0.958907886,13.8295873,7.03875388,8.178026623,5.276228057,0.295952407,0.302086592,0.149992032,1.496937739,0.780376732,0.521865404,0.521865404,0.582881914,0.340216676,1.562539657,0.873115414,1.024014884,30.53209114,23.24238014,7.289710999
OCDA_FR2S,-18.83187,147.65248,OCDA,FR2,S,2250.934412,2250.747803,5.657648835,0.274472681,0.286022991,0.156106775,23008.13091,23012.52539,90.34718895,0.32207463,0.223784938,0.305299074,0.119067531,0.050621979,0.216880852,4908.492486,1000.353651,449.3383145,32885.44184,4471.656223,2033.845323,0.000600223,0.00059439,0.000224234,0.000600223,0.00059439,0.000224234,1.97E-12,1.00E-12,1.58E-11,2.725543181,1.037366099,1.148341603,1.273285137,1.380736483,0.744097657,0.047528603,0.048250616,0.015564863,0.057704907,0.037098307,0.067974605,0.264386209,0.167746216,0.289003622,232.1247637,225.1575775,144.7451445,3.727538332,3.726186514,0.090124679,6786.599025,6795.002441,169.005139,0.000600223,0.00059439,0.000224234,0.000695966,0.00069362,0.000255847,8.076790152,8.076554298,0.02488108,35.22594177,35.30425453,0.278071852,21.06690717,20.21794128,3.852873151,23343.89209,23352.49414,443.3596155,26.66990695,26.83739758,1.993026257,59.24969254,58.89639282,6.120398216,5.599069916,5.503704071,0.959549154,13.82955795,6.614784029,7.832607322,4.994851059,0.303429401,0.308413804,0.163272867,1.264463107,0.552077154,0.363756069,0.363756069,0.524236868,0.313973318,1.457838721,0.77208107,0.927085075,30.22647095,23.19868279,7.027788162
OCDA_LA1F,-18.83293,147.63365,OCDA,LA1,F,2250.928737,2250.756104,5.728584451,0.257968338,0.270322889,0.149563297,23008.70981,23013.13086,90.74082529,0.342197731,0.244571462,0.307913402,0.114540014,0.047427282,0.213921991,4142.520047,575.3535902,308.5184292,23912.13737,2683.517877,1435.760634,0.000962365,0.000959833,0.000344815,0.000962365,0.000959833,0.000344815,1.86E-12,1.00E-12,1.44E-11,2.53644771,0.851744281,0.910020888,0.97794654,1.048334069,0.632532795,0.046373599,0.046879988,0.014690397,0.078376627,0.040833451,0.106172269,0.263849304,0.170543849,0.280271635,227.5972606,220.9920807,142.1527789,3.731504055,3.730274439,0.091066353,6783.293993,6790.529297,167.0725333,0.000962365,0.000959833,0.000344815,0.001040181,0.001035694,0.000371132,8.073998626,8.074468613,0.025900186,35.22370142,35.30315781,0.284815135,21.06690717,20.21794128,3.852873151,23343.39217,23352.08594,443.4623906,26.70025541,26.86368179,2.018910716,59.07442202,58.64994431,6.118546407,5.563875313,5.46732378,0.958907886,14.58813741,6.877983093,9.008612209,5.054676427,0.295952407,0.302086592,0.149992032,1.375561476,0.515813029,0.353864008,0.353864008,0.629869666,0.244759596,1.506029275,0.615730749,0.792120563,30.53745461,23.23103714,7.306417465
OCDA_LA1S,-18.83292,147.63336,OCDA,LA1,S,2250.934412,2250.747803,5.657648835,0.274472681,0.286022991,0.156106775,23008.13091,23012.52539,90.34718895,0.32207463,0.223784938,0.305299074,0.119067531,0.050621979,0.216880852,6055.847711,551.5154283,298.4709778,41348.5191,2770.9308,1465.94477,0.000600223,0.00059439,0.000224234,0.000600223,0.00059439,0.000224234,1.97E-12,1.00E-12,1.58E-11,3.073992226,0.831327352,0.890914632,0.959599647,1.031803926,0.617843462,0.047528603,0.048250616,0.015564863,0.057704907,0.037098307,0.067974605,0.264386209,0.167746216,0.289003622,232.1247637,225.1575775,144.7451445,3.727538332,3.726186514,0.090124679,6786.599025,6795.002441,169.005139,0.000600223,0.00059439,0.000224234,0.000695966,0.00069362,0.000255847,8.076790152,8.076554298,0.02488108,35.22500558,35.30219269,0.273089731,21.06690717,20.21794128,3.852873151,23343.89209,23352.49414,443.3596155,26.62777989,26.81760025,1.967966336,59.24969254,58.89639282,6.120398216,5.599069916,5.503704071,0.959549154,14.59569624,6.380756749,8.437784831,4.710619132,0.303429401,0.308413804,0.163272867,1.256532921,0.354292125,0.238885502,0.238885502,0.541841961,0.215102305,1.463625908,0.507041785,0.659462101,30.1989727,23.18937492,7.009597778
OCDA_LA2S,-18.83125,147.63316,OCDA,LA2,S,2250.934412,2250.747803,5.657648835,0.274472681,0.286022991,0.156106775,23008.13091,23012.52539,90.34718895,0.32207463,0.223784938,0.305299074,0.119067531,0.050621979,0.216880852,6655.199761,589.1878798,314.0561523,48075.09245,3000.173367,1582.433445,0.000600223,0.00059439,0.000224234,0.000600223,0.00059439,0.000224234,1.97E-12,1.00E-12,1.58E-11,3.251889388,0.840574695,0.909982569,0.989058879,1.076804837,0.628657732,0.047528603,0.048250616,0.015564863,0.057704907,0.037098307,0.067974605,0.264386209,0.167746216,0.289003622,232.1247637,225.1575775,144.7451445,3.727538332,3.726186514,0.090124679,6786.599025,6795.002441,169.005139,0.000600223,0.00059439,0.000224234,0.000695966,0.00069362,0.000255847,8.076790152,8.076554298,0.02488108,35.22500558,35.30219269,0.273089731,21.06690717,20.21794128,3.852873151,23343.89209,23352.49414,443.3596155,26.62777989,26.81760025,1.967966336,59.24969254,58.89639282,6.120398216,5.599069916,5.503704071,0.959549154,15.3989173,6.398697111,8.564136505,4.677012444,0.303429401,0.308413804,0.163272867,1.136487934,0.288724369,0.192054646,0.192054646,0.580447177,0.206332106,1.394599901,0.476196461,0.638240463,30.16602516,23.18507767,6.980947495
OCDA_SP,-18.824367,147.658767,OCDA,SP,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6918.500326,1178.167304,501.0829027,50881.44054,4840.884766,2244.55287,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.319125017,1.070580906,1.212812265,1.378803081,1.527019209,0.77045191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.82954778,5.671689722,6.956568453,4.530754619,NA,NA,NA,0.689799011,0.133493846,NA,NA,0.422299855,0.279292219,1.166939033,0.623653478,0.752987921,NA,NA,NA
OCLB_BA1F,-18.94938,147.69295,OCLB,BA1,F,2250.528095,2250.079834,6.797642688,0.24611333,0.246353433,0.149028827,23011.46578,23016.09375,101.5393598,0.302946374,0.217065915,0.286199798,0.13690291,0.044837199,0.283524427,10878.18859,608.6344265,315.4747179,82534.75,2965.020589,1517.581923,0.000962513,0.000954276,0.000345599,0.000962513,0.000954276,0.000345599,1.05E-11,1.00E-12,1.49E-10,4.107712057,0.888832841,0.947751515,1.004960246,1.060755518,0.621511473,0.046146834,0.045896407,0.015427622,0.077040207,0.039046381,0.10608829,0.225933873,0.143151149,0.256716913,237.3426119,232.9884491,147.7952307,3.72373029,3.727913141,0.100504536,6775.933973,6782.404297,173.0527473,0.000962513,0.000954276,0.000345599,0.001040269,0.001030915,0.000372026,8.073473244,8.07292366,0.025525372,35.2390249,35.31904602,0.304185453,21.19239329,20.60114098,3.899604208,23360.4947,23368.32422,446.7417776,26.60987189,26.77462769,2.030485488,61.16927708,60.06124115,7.03400178,5.857465046,5.663444996,1.106826244,10.52050718,6.004343033,6.85031324,4.489094893,0.293871063,0.293175668,0.150420542,1.416292601,0.294519891,0.193553332,0.193553332,0.619460225,0.211691184,1.733397908,0.496406482,0.656314505,30.54545784,23.15899467,7.386463165
OCLB_BA1S,-18.94923,147.69295,OCLB,BA1,S,2250.544431,2250.059814,6.634636079,0.263030435,0.265717834,0.153746494,23011.01445,23015.27148,100.5678278,0.28617231,0.199656889,0.290860267,0.142367855,0.048560526,0.287611357,11709.23611,607.5516018,316.2114631,92343.23698,2985.31939,1522.332831,0.000600793,0.00059178,0.000224937,0.000600793,0.00059178,0.000224937,1.26E-11,1.00E-12,1.82E-10,4.280143261,0.889138924,0.947325004,1.00355906,1.058688323,0.621331559,0.047303213,0.047317259,0.016259539,0.055603496,0.035623733,0.067646933,0.230582119,0.144300148,0.273667849,241.5354906,236.8505554,150.2391422,3.719888946,3.724546909,0.099482879,6778.739109,6785.027344,174.9144041,0.000600793,0.00059178,0.000224937,0.000696387,0.000688727,0.000256492,8.076191305,8.075078964,0.024564965,35.24174271,35.31836891,0.28672538,21.19239329,20.60114098,3.899604208,23361.0299,23369.11328,446.5440593,26.54498668,26.74276829,1.977523514,61.32831161,60.2125206,6.991318094,5.89149789,5.689692974,1.105641439,9.692754534,5.971234798,6.808480422,4.418810421,0.301097877,0.299403787,0.163418805,1.309394651,0.241203838,0.156083291,0.156083291,0.619097869,0.202215945,1.665829274,0.464400156,0.623284247,30.15123749,23.13792229,7.013315201
OCLB_FL1F,-18.94399,147.69923,OCLB,FL1,F,2250.528095,2250.079834,6.797642688,0.24611333,0.246353433,0.149028827,23011.46578,23016.09375,101.5393598,0.302946374,0.217065915,0.286199798,0.13690291,0.044837199,0.283524427,8928.852648,642.0827365,313.5652873,72261.64583,3316.757433,1566.683675,0.000962513,0.000954276,0.000345599,0.000962513,0.000954276,0.000345599,1.05E-11,1.00E-12,1.49E-10,3.769484308,0.869574924,0.948756377,1.031892114,1.109781583,0.616903067,0.046146834,0.045896407,0.015427622,0.077040207,0.039046381,0.10608829,0.225933873,0.143151149,0.256716913,237.3426119,232.9884491,147.7952307,3.72373029,3.727913141,0.100504536,6775.933973,6782.404297,173.0527473,0.000962513,0.000954276,0.000345599,0.001040269,0.001030915,0.000372026,8.073473244,8.07292366,0.025525372,35.23972829,35.32059479,0.301484339,21.19239329,20.60114098,3.899604208,23360.4947,23368.32422,446.7417776,26.60321481,26.78738213,2.027472553,61.16927708,60.06124115,7.03400178,5.857465046,5.663444996,1.106826244,9.563313166,6.00564358,6.804913998,4.439083576,0.293871063,0.293175668,0.150420542,1.029700239,0.193744992,0.122018269,0.122018269,0.592336052,0.18456695,1.361374656,0.436118884,0.562965201,30.54038811,23.17199707,7.368391037
OCLB_FL1S,-18.94397,147.69923,OCLB,FL1,S,2250.544431,2250.059814,6.634636079,0.263030435,0.265717834,0.153746494,23011.01445,23015.27148,100.5678278,0.28617231,0.199656889,0.290860267,0.142367855,0.048560526,0.287611357,9168.890082,637.1939629,312.4446988,75487.3776,3225.871908,1543.364421,0.000600793,0.00059178,0.000224937,0.000600793,0.00059178,0.000224937,1.26E-11,1.00E-12,1.82E-10,3.819542938,0.867823766,0.946153098,1.028476397,1.105832511,0.615683324,0.047303213,0.047317259,0.016259539,0.055603496,0.035623733,0.067646933,0.230582119,0.144300148,0.273667849,241.5354906,236.8505554,150.2391422,3.719888946,3.724546909,0.099482879,6778.739109,6785.027344,174.9144041,0.000600793,0.00059178,0.000224937,0.000696387,0.000688727,0.000256492,8.076191305,8.075078964,0.024564965,35.24141907,35.31919861,0.286786865,21.19239329,20.60114098,3.899604208,23361.0299,23369.11328,446.5440593,26.53455997,26.71397686,1.976123163,61.32831161,60.2125206,6.991318094,5.89149789,5.689692974,1.105641439,9.563306703,5.990497907,6.793498145,4.426528984,0.301097877,0.299403787,0.163418805,0.981900699,0.174047516,0.109545223,0.109545223,0.584867252,0.181949165,1.334809462,0.427113612,0.55675492,30.16349411,23.14058304,7.022911072
OCLB_LA1S,-18.94938,147.70198,OCLB,LA1,S,2250.544431,2250.059814,6.634636079,0.263030435,0.265717834,0.153746494,23011.01445,23015.27148,100.5678278,0.28617231,0.199656889,0.290860267,0.142367855,0.048560526,0.287611357,4540.231608,657.5414022,315.75393,35249.63542,3391.406576,1588.12812,0.000600793,0.00059178,0.000224937,0.000600793,0.00059178,0.000224937,1.26E-11,1.00E-12,1.82E-10,2.688563347,0.878821731,0.958340142,1.042011844,1.12077362,0.622762938,0.047303213,0.047317259,0.016259539,0.055603496,0.035623733,0.067646933,0.230582119,0.144300148,0.273667849,241.5354906,236.8505554,150.2391422,3.719888946,3.724546909,0.099482879,6778.739109,6785.027344,174.9144041,0.000600793,0.00059178,0.000224937,0.000696387,0.000688727,0.000256492,8.076191305,8.075078964,0.024564965,35.24141907,35.31919861,0.286786865,21.19239329,20.60114098,3.899604208,23361.0299,23369.11328,446.5440593,26.53455997,26.71397686,1.976123163,61.32831161,60.2125206,6.991318094,5.89149789,5.689692974,1.105641439,9.563345485,6.030002117,6.839358012,4.520904806,0.301097877,0.299403787,0.163418805,0.812440515,0.229276048,0.144965215,0.144965215,0.580926478,0.191815411,1.064734227,0.458722575,0.5772455,30.15078354,23.13920593,7.011577606
ONLI_BA1F,-14.6507,145.4502306,ONLI,BA1,F,2244.325042,2245.948242,10.19456898,0.217206846,0.180322379,0.1585358,22975.68871,22995.38477,127.81768,0.254093178,0.139360771,0.310261274,0.071354412,0.024671232,0.155868006,4462.562174,74.68865797,42.89744865,26352.87261,453.6902195,145.4740262,0.000888422,0.000828935,0.00033635,0.000888422,0.000828935,0.00033635,6.27E-09,3.55E-10,5.20E-08,2.664246851,0.267009652,0.315494259,0.386558781,0.450255639,0.192202157,0.055600317,0.043607082,0.088966488,0.06365627,0.031386726,0.106997595,0.190458705,0.097566389,0.258434667,272.3637298,269.2868042,168.3844933,3.700231156,3.69813633,0.098512422,6760.77313,6746.015137,156.2196138,0.000888422,0.000828935,0.00033635,0.000960806,0.000898512,0.00036017,8.065976378,8.066984177,0.023820702,35.04927975,35.22716904,0.443088771,21.34351639,21.66033173,6.243008184,23281.72773,23305.51758,445.2203459,26.94060499,26.94104385,2.042098146,54.34519958,51.88813782,8.143935699,4.860738558,4.553890705,1.094658888,10.19126797,4.433898449,6.327411334,2.765255637,0.377100192,0.288870752,0.853875922,0.860018982,0.055210688,0.046705204,0.046705204,0.656053411,0.167244992,1.251149668,0.272100733,0.387267159,30.95684433,23.49749756,7.459346771
ONLI_BA1S,-14.6507,145.45024,ONLI,BA1,S,2244.338714,2245.961426,10.0645709,0.226621393,0.188059285,0.163349833,22975.44532,22995.17188,126.9361355,0.232199662,0.124753706,0.290510895,0.073247783,0.025618099,0.158970072,4462.562174,74.68865797,42.89744865,26352.87261,453.6902195,145.4740262,0.000551437,0.000514028,0.000226468,0.000551437,0.000514028,0.000226468,7.47E-09,6.05E-10,6.32E-08,2.664246851,0.267009652,0.315494259,0.386558781,0.450255639,0.192202157,0.056852209,0.045022633,0.083181283,0.046750925,0.027427485,0.068722418,0.18546167,0.092514947,0.259336971,277.1539353,273.882019,170.8502867,3.697165216,3.695144653,0.097951153,6764.372004,6747.945801,157.5170381,0.000551437,0.000514028,0.000226468,0.000640477,0.000597362,0.000255468,8.068020295,8.068789482,0.02343247,35.05406192,35.2274704,0.42823101,21.34351639,21.66033173,6.243008184,23281.79985,23305.42969,445.0979703,26.87312875,26.8885479,1.982412994,54.39242831,51.91020203,8.150992666,4.874045132,4.566711903,1.095544784,10.19126797,4.433898449,6.327411334,2.765255637,0.39355183,0.29861635,0.919353304,0.860018982,0.055210688,0.046705204,0.046705204,0.656053411,0.167244992,1.251149668,0.272100733,0.387267159,30.57044029,23.36144257,7.208997726
ONLI_BA2F,-14.66777,145.44244,ONLI,BA2,F,2238.743741,2240.248779,13.42290704,0.180654798,0.157467708,0.114873966,22953.49897,22977.11523,151.096551,0.270009777,0.118460678,0.405518934,0.111213873,0.028481161,0.268412634,2496.680393,101.2614127,56.95272488,11913.42263,459.2678324,223.057746,0.000880034,0.000820938,0.000343602,0.000880034,0.000820938,0.000343602,1.16E-07,1.03E-08,7.54E-07,1.977190985,0.323238985,0.374905427,0.45309441,0.52160781,0.233578791,0.078307896,0.046812706,0.21621603,0.050396895,0.030126832,0.09172361,0.219632921,0.080924042,0.367700118,333.9245575,334.9299316,201.2313446,3.65902435,3.664489269,0.12431808,6733.09951,6732.956543,154.7538265,0.000880034,0.000820938,0.000343602,0.000955363,0.000888998,0.000366734,8.062251464,8.063942909,0.022874042,35.04872344,35.23508835,0.459139733,18.54138967,19.65655518,6.069616901,23280.6814,23297.76758,453.1802458,26.87601316,26.86100388,2.03082429,57.60538232,53.105896,11.9574439,5.280833069,4.733714581,1.597940788,9.984797796,5.441652934,7.016179297,3.442741871,0.548385725,0.304201245,1.944212454,1.154894683,0.238783341,0.156596288,0.156596288,0.733697434,0.168254061,1.333317889,0.330092496,0.508193612,30.87526894,23.36801338,7.507255554
ONLI_BA2S,-14.66776,145.44197,ONLI,BA2,S,2238.755073,2240.254639,13.36294189,0.187782361,0.160842314,0.120174565,22953.2062,22975.76172,150.4563841,0.253186278,0.104273602,0.402249486,0.113622393,0.02954858,0.272161656,3735.016819,112.9345805,64.55542882,20266.88563,464.2508613,258.3200039,0.000532643,0.000495307,0.000233904,0.000532643,0.000495307,0.000233904,1.29E-07,1.39E-08,8.19E-07,2.433982399,0.345578786,0.397572256,0.479363657,0.550030768,0.247954089,0.07624032,0.048786212,0.160436367,0.037229893,0.026484082,0.059775633,0.215974339,0.07451909,0.371551429,337.5406505,338.4136353,203.0259356,3.656878011,3.662133217,0.123650008,6734.952436,6733.42627,156.0150082,0.000532643,0.000495307,0.000233904,0.000623953,0.000580675,0.00026362,8.06380367,8.065060616,0.022652578,35.0521745,35.23497009,0.450380821,18.54138967,19.65655518,6.069616901,23280.64969,23297.68359,453.1068887,26.81715894,26.84505939,1.972000723,57.6467453,53.10235596,11.97787109,5.292713265,4.741334438,1.600674714,9.72939682,4.884468291,6.209357421,3.048325406,0.580437574,0.317100674,2.075367176,1.074884004,0.167996857,0.11069851,0.11069851,0.698618273,0.164053437,1.352067404,0.301096572,0.456871625,30.48343277,23.31893349,7.164499283
ONLI_FL1F,-14.6981,145.44545,ONLI,FL1,F,2241.08992,2242.789063,11.98527252,0.185430446,0.160081282,0.122179939,22962.84415,22986.78516,140.4597037,0.238703343,0.13083759,0.296561657,0.087897447,0.02453831,0.21411426,4641.687012,374.0809937,147.5595703,29590.85308,1267.909519,583.68691,0.000887519,0.000826829,0.000339623,0.000887519,0.000826829,0.000339623,2.73E-08,1.59E-09,2.01E-07,2.71239135,0.587873366,0.67047337,0.80333119,0.90706812,0.357736035,0.0624837,0.043998934,0.135566517,0.056305567,0.031671628,0.096824672,0.182417398,0.09247072,0.250243532,305.9752338,305.0730591,185.7618186,3.677177468,3.678407192,0.109496069,6743.488418,6733.210449,154.7518095,0.000887519,0.000826829,0.000339623,0.000960856,0.000897842,0.000363163,8.06337988,8.064892769,0.023318204,35.04413128,35.23171616,0.470214013,19.20995071,20.35254669,5.495592645,23278.47656,23300.14063,448.9843017,26.88171378,26.88486862,2.034371009,55.80117267,52.4099884,10.01933038,5.047730324,4.644271851,1.344625147,8.33322631,4.577840752,5.074037128,2.496220483,0.427877224,0.287635028,1.2500584,0.974767632,0.195419676,0.115249335,0.115249335,0.631350835,0.234002092,1.265218986,0.447364655,0.587243517,30.85062599,23.36767578,7.482950211
ONLI_FL1S,-14.69811,145.44543,ONLI,FL1,S,2240.876559,2242.510986,11.94917958,0.195222172,0.166061759,0.128579528,22960.62769,22983.73828,140.0139303,0.218023836,0.112617396,0.285330773,0.09108435,0.026355907,0.21990633,4641.687012,374.0809937,147.5595703,29590.85308,1267.909519,583.68691,0.000544833,0.000504002,0.000230296,0.000544833,0.000504002,0.000230296,3.67E-08,3.28E-09,2.48E-07,2.71239135,0.587873366,0.67047337,0.80333119,0.90706812,0.357736035,0.065752354,0.047015976,0.122215489,0.039841739,0.026978631,0.056531921,0.17819764,0.083445847,0.257122907,312.0034875,311.063324,188.8959342,3.673180432,3.674385071,0.109201615,6746.6578,6733.716797,156.7369023,0.000544833,0.000504002,0.000230296,0.000635715,0.00058894,0.00025932,8.065564365,8.066691399,0.023270972,35.0477897,35.2322731,0.460850393,19.20995071,20.35254669,5.495592645,23277.20361,23297.93359,448.9723236,26.82563081,26.85778141,1.978427362,55.93122869,52.48616409,10.12403429,5.072062861,4.652308464,1.358030341,8.33322631,4.577840752,5.074037128,2.496220483,0.474365918,0.310234964,1.441817308,0.974767632,0.195419676,0.115249335,0.115249335,0.631350835,0.234002092,1.265218986,0.447364655,0.587243517,30.47712898,23.33172798,7.145401001
ONLI_FR1D,-14.69113,145.46951,ONLI,FR1,D,2240.492015,2242.059326,11.6379081,0.212852801,0.180478767,0.133736824,22958.46394,22981.33789,137.2929871,0.213623626,0.100993767,0.313594635,0.100318191,0.031474058,0.233135622,5098.823405,639.7015381,251.0158725,30514.25326,2287.719455,962.9163072,0.0003118,0.00028605,0.000153781,0.0003118,0.00028605,0.000153781,4.25E-08,4.55E-09,2.77E-07,2.845844083,0.778979394,0.867567473,1.031195508,1.162909097,0.478758471,0.061831274,0.048870686,0.066087661,0.031626508,0.02487459,0.039333808,0.182018401,0.075380974,0.288895309,320.5182198,320.3026428,192.874455,3.668889297,3.67034173,0.109835344,6752.247986,6740.980957,158.6618705,0.0003118,0.00028605,0.000153781,0.000362158,0.000335193,0.000171322,8.066198783,8.067095757,0.022489904,35.07051775,35.23575401,0.41677908,19.20995071,20.35254669,5.495592645,23276.08601,23295.69336,448.7255227,26.72538535,26.79693317,1.85267576,56.1230549,52.57985687,10.16122719,5.111840864,4.689951897,1.363204209,12.3619815,4.613340484,5.803581291,2.878030909,0.508305912,0.321860313,1.581415906,1.019953926,0.255760825,0.152582803,0.152582803,0.70275769,0.296535204,1.379123648,0.592185232,0.770581139,30.24105072,23.3543644,6.886686325
